S. No.,Region,Category,Motor Cycles,Scooters,Moped,Cars,Jeeps,Stn. Wagons,Taxis meter fited,Luxury /Turist Cabs/,Auto-rikshaws,Stage carriages,Contract carriages /Mini Bus,School Buses,Private Service Vehicles,Ambulances,Articulated/Multi.,Trucks & Lorries,Tanker,Delivery Van (4 wheelers),Delivery Van (3 wheelers),Tractors,Trailors,Others
34,Latur Region,Ambejogai,7375,313,159,505,192,0,0,0,87,0,0,5,1,0,1,78,0,33,218,654,368,15
35,Nanded Region,Nanded,18187,981,1430,1488,972,0,221,18,1760,0,40,28,3,0,0,599,1,731,478,572,334,70
36,Nanded Region,Parbhani,14647,205,302,844,362,0,8,7,954,0,5,4,0,2,27,140,50,42,380,659,172,18
37,Nanded Region,Hingoli,6084,6,1,403,154,0,0,0,258,0,5,2,0,0,0,6,0,92,49,348,121,2
38,Amrawati Region,Amrawati,25322,3880,1087,2555,237,9,29,19,275,4,10,15,3,5,0,209,0,377,83,1073,425,22
39,Amrawati Region,Buldhana,9509,608,1127,937,359,0,145,68,343,0,0,16,0,6,0,182,0,424,340,1676,599,10
40,Amrawati Region,Yawatmal,13747,4933,1653,1738,237,0,20,9,411,0,28,25,9,1,0,276,0,400,165,376,207,0
41,Amrawati Region,Akola,12195,4905,728,1428,68,0,42,47,423,0,12,13,2,9,3,85,11,495,166,903,419,33
42,Amrawati Region,Washim,6326,1113,104,433,207,0,2,5,372,0,0,10,0,0,0,17,9,261,88,658,340,4
43,Nagpur[U] Region,Nagpur,41989,23844,620,10148,2205,0,0,270,866,26,64,49,15,66,31,448,252,970,395,136,87,51
44,Nagpur[U] Region,Wardha,6184,0,2524,605,342,0,0,21,53,0,9,6,6,7,0,45,0,261,151,508,165,49
45,Nagpur[U] Region,Nagpur[East],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Nagpur[R] Region,Nagpur,18515,5833,3637,1617,1108,0,0,61,203,153,63,20,2,22,110,939,0,700,107,1050,220,88
47,Nagpur[R] Region,Gadchiroli,5096,1222,31,351,91,0,0,28,8,0,19,1,7,46,0,23,0,136,8,458,236,0
48,Nagpur[R] Region,Chandrapur,16738,2806,2832,2352,282,3,51,59,63,0,19,21,1,28,96,669,6,526,93,815,303,83
49,Nagpur[R] Region,Gondia,11353,770,274,646,225,0,0,20,24,0,8,15,0,5,0,81,1,159,13,480,175,17
50,Nagpur[R] Region,Bhandara,7468,1622,978,633,88,0,0,39,38,1,0,7,2,7,0,68,0,201,12,724,221,11
